Human Ensembl,Mouse Ensembl,Mouse Gene,Mouse Uniprot,Human Gene,Human Uniprot
ENSG00000014914,ENSMUSG00000045934,Mtmr11,Q3V1L6,MTMR11,A4FU01
ENSG00000014919,ENSMUSG00000040018,Cox15,Q8BJ03,COX15,Q7KZN9
ENSG00000015133,ENSMUSG00000021182,Ccdc88c,Q6VGS5,CCDC88C,Q9P219
ENSG00000015153,ENSMUSG00000022634,Yaf2,Q99LW6,YAF2,Q8IY57
ENSG00000015171,ENSMUSG00000021156,Zmynd11,Q8R5C8,ZMYND11,Q15326
ENSG00000015285,ENSMUSG00000031165,Was,P70315,WAS,P42768
ENSG00000015413,ENSMUSG00000019278,Dpep1,P31428,DPEP1,P16444
ENSG00000015475,ENSMUSG00000004446,Bid,P70444,BID,P55957
ENSG00000015479,ENSMUSG00000037236,Matr3,Q8K310,MATR3,P43243
ENSG00000015532,ENSMUSG00000020868,Xylt2,Q9EPL0,XYLT2,Q9H1B5
ENSG00000015592,ENSMUSG00000022044,Stmn4,P63042,STMN4,Q9H169
ENSG00000015676,ENSMUSG00000053838,Nudcd3,Q8R1N4,NUDCD3,Q8IVD9
ENSG00000016082,ENSMUSG00000042258,Isl1,P61372,ISL1,P61371
ENSG00000016391,ENSMUSG00000015970,Chdh,Q8BJ64,CHDH,Q8NE62
ENSG00000016402,ENSMUSG00000020007,Il20ra,Q6PHB0,IL20RA,Q9UHF4
ENSG00000016490,ENSMUSG00000028255,Clca1,Q9D7Z6,CLCA1,A8K7I4
ENSG00000016864,ENSMUSG00000021916,Glt8d1,Q6NSU3,GLT8D1,Q68CQ7
ENSG00000017260,ENSMUSG00000032570,Atp2c1,Q80XR2,ATP2C1,P98194
ENSG00000017427,ENSMUSG00000020053,Igf1,P05017,IGF1,P05019
ENSG00000017483,ENSMUSG00000031170,Slc38a5,Q3U1J0,SLC38A5,Q8WUX1
ENSG00000017797,ENSMUSG00000024096,Ralbp1,Q62172,RALBP1,Q15311
ENSG00000018189,ENSMUSG00000029291,Rufy3,Q9D394,RUFY3,Q7L099
ENSG00000018236,ENSMUSG00000055022,Cntn1,P12960,CNTN1,Q12860
ENSG00000018280,ENSMUSG00000026177,Slc11a1,P41251,SLC11A1,P49279
ENSG00000018408,ENSMUSG00000027803,Wwtr1,Q9EPK5,WWTR1,Q9GZV5
ENSG00000018610,ENSMUSG00000006423,Steep1,Q8VDP2,STEEP1,Q9H5V9
ENSG00000018625,ENSMUSG00000007097,Atp1a2,Q6PIE5,ATP1A2,P50993
ENSG00000018699,ENSMUSG00000024078,Ttc27,Q8CD92,TTC27,Q6P3X3
ENSG00000019102,ENSMUSG00000001943,Vsig2,Q9Z109,VSIG2,Q96IQ7
ENSG00000019144,ENSMUSG00000048537,Phldb1,Q6PDH0,PHLDB1,Q86UU1
ENSG00000019169,ENSMUSG00000026390,Marco,Q60754,MARCO,Q9UEW3
ENSG00000019186,ENSMUSG00000038567,Cyp24a1,Q64441,CYP24A1,Q07973
ENSG00000019485,ENSMUSG00000075028,Prdm11,A2AGX3,PRDM11,Q9NQV5
ENSG00000019505,ENSMUSG00000027220,Syt13,Q9EQT6,SYT13,Q7L8C5
ENSG00000019549,ENSMUSG00000022676,Snai2,P97469,SNAI2,O43623
ENSG00000019582,ENSMUSG00000024610,Cd74,P04441,CD74,P04233
ENSG00000019991,ENSMUSG00000028864,Hgf,Q08048,HGF,P14210
ENSG00000019995,ENSMUSG00000030967,Zranb1,Q7M760,ZRANB1,Q9UGI0
ENSG00000020129,ENSMUSG00000028833,Ncdn,Q9Z0E0,NCDN,Q9UBB6
ENSG00000020181,ENSMUSG00000031486,Adgra2,Q91ZV8,ADGRA2,Q96PE1
ENSG00000020256,ENSMUSG00000027551,Zfp64,Q99KE8,ZFP64,Q9NTW7
ENSG00000020426,ENSMUSG00000021103,Mnat1,P51949,MNAT1,P51948
ENSG00000020577,ENSMUSG00000021838,Samd4,Q8CBY1,SAMD4A,Q9UPU9
ENSG00000020633,ENSMUSG00000070691,Runx3,Q64131,RUNX3,Q13761
ENSG00000020922,ENSMUSG00000031928,Mre11a,Q61216,MRE11,P49959
ENSG00000021300,ENSMUSG00000030701,Plekhb1,Q9QYE9,PLEKHB1,Q9UF11
ENSG00000021355,ENSMUSG00000044734,Serpinb1a,Q9D154,SERPINB1,P30740
ENSG00000021355,ENSMUSG00000051029,Serpinb1b,Q8VHP7,SERPINB1,P30740
ENSG00000021355,ENSMUSG00000079049,Serpinb1c,Q5SV42,SERPINB1,P30740
ENSG00000021461,ENSMUSG00000029630,Cyp3a25,O09158,CYP3A43,Q9HB55
ENSG00000021461,ENSMUSG00000029727,Cyp3a13,Q64464,CYP3A43,Q9HB55
ENSG00000021461,ENSMUSG00000038656,Cyp3a16,Q64481,CYP3A43,Q9HB55
ENSG00000021461,ENSMUSG00000056035,Cyp3a11,Q64459,CYP3A43,Q9HB55
ENSG00000021461,ENSMUSG00000075551,Cyp3a41a,Q9JMA7,CYP3A43,Q9HB55
ENSG00000021488,ENSMUSG00000030492,Slc7a9,Q9QXA6,SLC7A9,P82251
ENSG00000021574,ENSMUSG00000024068,Spast,Q9QYY8,SPAST,Q9UBP0
ENSG00000021645,ENSMUSG00000066392,Nrxn3,Q6P9K9,NRXN3,Q9Y4C0
ENSG00000021645,ENSMUSG00000066392,Nrxn3,Q6P9K9,NRXN3,Q9HDB5
ENSG00000021645,ENSMUSG00000066392,Nrxn3,Q8C985,NRXN3,Q9Y4C0
ENSG00000021645,ENSMUSG00000066392,Nrxn3,Q8C985,NRXN3,Q9HDB5
ENSG00000021762,ENSMUSG00000037606,Osbpl5,Q9ER64,OSBPL5,Q9H0X9
ENSG00000021776,ENSMUSG00000040383,Aqr,Q8CFQ3,AQR,O60306
ENSG00000021826,ENSMUSG00000025991,Cps1,Q8C196,CPS1,P31327
ENSG00000021852,ENSMUSG00000029656,C8b,Q8BH35,C8B,P07358
ENSG00000022277,ENSMUSG00000027502,Rtf2,Q99K95,RTF2,Q9BY42
ENSG00000022355,ENSMUSG00000010803,Gabra1,P62812,GABRA1,P14867
ENSG00000022567,ENSMUSG00000079020,Slc45a4,Q0P5V9,SLC45A4,Q5BKX6
ENSG00000022840,ENSMUSG00000041740,Rnf10,Q3UIW5,RNF10,Q8N5U6
ENSG00000023041,ENSMUSG00000024982,Zdhhc6,Q9CPV7,ZDHHC6,Q9H6R6
ENSG00000023171,ENSMUSG00000040111,Gramd1b,Q80TI0,GRAMD1B,Q3KR37
ENSG00000023191,ENSMUSG00000038650,Rnh1,Q91VI7,RNH1,P13489
ENSG00000023228,ENSMUSG00000025968,Ndufs1,Q91VD9,NDUFS1,P28331
ENSG00000023287,ENSMUSG00000025907,Rb1cc1,Q9ESK9,RB1CC1,Q8TDY2
ENSG00000023318,ENSMUSG00000028343,Erp44,Q9D1Q6,ERP44,Q9BS26
ENSG00000023330,ENSMUSG00000032786,Alas1,Q8VC19,ALAS1,P13196
ENSG00000023608,ENSMUSG00000021113,Snapc1,Q8K0S9,SNAPC1,Q16533
ENSG00000023697,ENSMUSG00000030225,Dera,Q91YP3,DERA,Q9Y315
ENSG00000023734,ENSMUSG00000030224,Strap,Q9Z1Z2,STRAP,Q9Y3F4
ENSG00000023839,ENSMUSG00000025194,Abcc2,Q8VI47,ABCC2,Q92887
ENSG00000023892,ENSMUSG00000002257,Def6,Q8C2K1,DEF6,Q9H4E7
ENSG00000023902,ENSMUSG00000015745,Plekho1,Q9JIY0,PLEKHO1,Q53GL0
ENSG00000023909,ENSMUSG00000028124,Gclm,O09172,GCLM,P48507
ENSG00000024048,ENSMUSG00000023977,Ubr2,Q6WKZ8,UBR2,Q8IWV8
ENSG00000024422,ENSMUSG00000074364,Ehd2,Q8BH64,EHD2,Q9NZN4
ENSG00000024526,ENSMUSG00000028175,Depdc1a,Q8CIG0,DEPDC1,Q5TB30
ENSG00000025156,ENSMUSG00000019878,Hsf2,P38533,HSF2,Q03933
ENSG00000025293,ENSMUSG00000038116,Phf20,Q8BLG0,PHF20,Q9BVI0
ENSG00000025423,ENSMUSG00000025396,Hsd17b6,Q9R092,HSD17B6,O14756
ENSG00000025434,ENSMUSG00000002108,Nr1h3,Q9Z0Y9,NR1H3,Q13133
ENSG00000025708,ENSMUSG00000022615,Tymp,Q99N42,TYMP,P19971
ENSG00000025770,ENSMUSG00000008690,Ncaph2,Q8BSP2,NCAPH2,Q6IBW4
ENSG00000025772,ENSMUSG00000018322,Tomm34,Q9CYG7,TOMM34,Q15785
ENSG00000025796,ENSMUSG00000019802,Sec63,Q8VHE0,SEC63,Q9UGP8
ENSG00000025800,ENSMUSG00000003731,Kpna6,O35345,KPNA6,O60684
ENSG00000026025,ENSMUSG00000026728,Vim,P20152,VIM,P08670
ENSG00000026103,ENSMUSG00000024778,Fas,P25446,FAS,P25445
ENSG00000026297,ENSMUSG00000094724,Rnaset2b,C0HKG5,RNASET2,O00584
ENSG00000026297,ENSMUSG00000094724,Rnaset2b,C0HKG6,RNASET2,O00584
ENSG00000026559,ENSMUSG00000074575,Kcng1,A2BDX4,KCNG1,Q9UIX4
ENSG00000026652,ENSMUSG00000023827,Agpat4,Q8K4X7,AGPAT4,Q9NRZ5
ENSG00000027001,ENSMUSG00000021993,Mipep,A6H611,MIPEP,Q99797
ENSG00000027075,ENSMUSG00000021108,Prkch,P23298,PRKCH,P24723
ENSG00000027644,ENSMUSG00000005640,Insrr,Q9WTL4,INSRR,P14616
ENSG00000027697,ENSMUSG00000020009,Ifngr1,P15261,IFNGR1,P15260
ENSG00000027847,ENSMUSG00000021504,B4galt7,Q8R087,B4GALT7,Q9UBV7
ENSG00000027869,ENSMUSG00000028071,Sh2d2a,Q9QXK9,SH2D2A,Q9NP31
ENSG00000028116,ENSMUSG00000064090,Vrk2,Q8BN21,VRK2,Q86Y07
ENSG00000028137,ENSMUSG00000028599,Tnfrsf1b,P25119,TNFRSF1B,P20333
ENSG00000028203,ENSMUSG00000036099,Vezt,Q3ZK22,VEZT,Q9HBM0
ENSG00000028277,ENSMUSG00000008496,Pou2f2,Q00196,POU2F2,P09086
ENSG00000028310,ENSMUSG00000057649,Brd9,Q3UQU0,BRD9,Q9H8M2
ENSG00000028839,ENSMUSG00000071359,Tbpl1,P62340,TBPL1,P62380
ENSG00000029153,ENSMUSG00000040187,Bmal2,Q2VPD4,BMAL2,Q8WYA1
ENSG00000029363,ENSMUSG00000037608,Bclaf1,Q8K019,BCLAF1,Q9NYF8
ENSG00000029364,ENSMUSG00000048833,Slc39a9,Q8BFU1,SLC39A9,Q9NUM3
ENSG00000029534,ENSMUSG00000031543,Ank1,Q02357,ANK1,P16157
ENSG00000029559,ENSMUSG00000029306,Ibsp,Q61711,IBSP,P21815
ENSG00000029639,ENSMUSG00000036983,Tfb1m,Q8JZM0,TFB1M,Q8WVM0
ENSG00000029725,ENSMUSG00000020817,Rabep1,O35551,RABEP1,Q15276
ENSG00000030066,ENSMUSG00000051329,Nup160,Q9Z0W3,NUP160,Q12769
ENSG00000030110,ENSMUSG00000057789,Bak1,O08734,BAK1,Q16611
ENSG00000030304,ENSMUSG00000057280,Musk,Q61006,MUSK,O15146
ENSG00000030419,ENSMUSG00000025997,Ikzf2,P81183,IKZF2,Q9UKS7
ENSG00000030582,ENSMUSG00000034708,Grn,P28798,GRN,P28799
ENSG00000031003,ENSMUSG00000036501,Fam13b,Q8K2H3,FAM13B,Q9NYF5
ENSG00000031081,ENSMUSG00000022799,Arhgap31,A6X8Z5,ARHGAP31,Q2M1Z3
ENSG00000031691,ENSMUSG00000023919,Cenpq,Q9CPQ5,CENPQ,Q7L2Z9
ENSG00000031698,ENSMUSG00000068739,Sars1,P26638,SARS1,P49591
ENSG00000031823,ENSMUSG00000002372,Ranbp3,Q9CT10,RANBP3,Q9H6Z4
ENSG00000032219,ENSMUSG00000048118,Arid4a,F8VPQ2,ARID4A,P29374
ENSG00000032389,ENSMUSG00000036613,Eipr1,Q8K0G5,EIPR1,Q53HC9
ENSG00000032444,ENSMUSG00000004565,Pnpla6,Q3TRM4,PNPLA6,Q8IY17
ENSG00000033011,ENSMUSG00000039427,Alg1,Q921Q3,ALG1,Q9BT22
ENSG00000033030,ENSMUSG00000029427,Zcchc8,Q9CYA6,ZCCHC8,Q6NZY4
ENSG00000033050,ENSMUSG00000028953,Abcf2,Q99LE6,ABCF2,Q9UG63
ENSG00000033170,ENSMUSG00000021065,Fut8,Q9WTS2,FUT8,Q9BYC5
ENSG00000033178,ENSMUSG00000035898,Uba6,Q8C7R4,UBA6,A0AVT1
ENSG00000033627,ENSMUSG00000019302,Atp6v0a1,Q9Z1G4,ATP6V0A1,Q93050
ENSG00000033800,ENSMUSG00000032405,Pias1,O88907,PIAS1,O75925
ENSG00000034053,ENSMUSG00000030519,Apba2,P98084,APBA2,Q99767
ENSG00000034152,ENSMUSG00000018932,Map2k3,O09110,MAP2K3,P46734
ENSG00000034239,ENSMUSG00000068617,Clxn,Q9D3N2,CLXN,Q9HAE3
ENSG00000034510,ENSMUSG00000091955,Tmsb10b,Q6ZWY8,TMSB10,P63313
ENSG00000034533,ENSMUSG00000032567,Aste1,Q8BIR2,ASTE1,Q2TB18
ENSG00000034677,ENSMUSG00000022280,Rnf19a,P50636,RNF19A,Q9NV58
ENSG00000034693,ENSMUSG00000019809,Pex3,Q9QXY9,PEX3,P56589
ENSG00000034713,ENSMUSG00000031950,Gabarapl2,P60521,GABARAPL2,P60520
ENSG00000034971,ENSMUSG00000026697,Myoc,O70624,MYOC,Q99972
ENSG00000035115,ENSMUSG00000020669,Sh3yl1,O08641,SH3YL1,Q96HL8
ENSG00000035141,ENSMUSG00000057497,Fam136a,Q9CR98,FAM136A,Q96C01
ENSG00000035403,ENSMUSG00000021823,Vcl,Q64727,VCL,P18206
ENSG00000035499,ENSMUSG00000021697,Depdc1b,Q8BH88,DEPDC1B,Q8WUY9
ENSG00000035664,ENSMUSG00000032380,Dapk2,Q8VDF3,DAPK2,Q9UIK4
ENSG00000035681,ENSMUSG00000028245,Nsmaf,O35242,NSMAF,Q92636
ENSG00000035687,ENSMUSG00000015961,Adss2,P46664,ADSS2,P30520
ENSG00000035720,ENSMUSG00000029254,Stap1,Q9JM90,STAP1,Q9ULZ2
ENSG00000036054,ENSMUSG00000022749,Tbc1d23,Q8K0F1,TBC1D23,Q9NUY8
ENSG00000036257,ENSMUSG00000004364,Cul3,Q9JLV5,CUL3,Q13618
ENSG00000036473,ENSMUSG00000031173,Otc,P11725,OTC,P00480
ENSG00000036530,ENSMUSG00000021259,Cyp46a1,Q9WVK8,CYP46A1,Q9Y6A2
ENSG00000036549,ENSMUSG00000039068,Zzz3,Q6KAQ7,ZZZ3,Q8IYH5
ENSG00000036565,ENSMUSG00000036330,Slc18a1,Q8R090,SLC18A1,P54219
ENSG00000036672,ENSMUSG00000032010,Usp2,O88623,USP2,O75604
ENSG00000036828,ENSMUSG00000051980,Casr,Q9QY96,CASR,P41180
ENSG00000037042,ENSMUSG00000045007,Tubg2,Q8VCK3,TUBG2,Q9NRH3
ENSG00000037280,ENSMUSG00000020357,Flt4,P35917,FLT4,P35916
ENSG00000037474,ENSMUSG00000021595,Nsun2,Q1HFZ0,NSUN2,Q08J23
ENSG00000037637,ENSMUSG00000028920,Fbxo42,Q6PDJ6,FBXO42,Q6P3S6
ENSG00000037757,ENSMUSG00000004996,Mri1,Q9CQT1,MRI1,Q9BV20
ENSG00000037897,ENSMUSG00000006732,Mettl1,Q9Z120,METTL1,Q9UBP6
ENSG00000037965,ENSMUSG00000001657,Hoxc8,P09025,HOXC8,P31273
ENSG00000038002,ENSMUSG00000031521,Aga,Q64191,AGA,P20933
ENSG00000038210,ENSMUSG00000029186,Pi4k2b,Q8CBQ5,PI4K2B,Q8TCG2
ENSG00000038219,ENSMUSG00000061755,Bod1l,E9Q6J5,BOD1L1,Q8NFC6
ENSG00000038274,ENSMUSG00000042032,Mat2b,Q99LB6,MAT2B,Q9NZL9
ENSG00000038382,ENSMUSG00000022263,Trio,Q0KL02,TRIO,O75962
ENSG00000038532,ENSMUSG00000068663,Clec16a,Q80U30,CLEC16A,Q2KHT3
ENSG00000038945,ENSMUSG00000025044,Msr1,P30204,MSR1,P21757
ENSG00000039123,ENSMUSG00000016018,Mtrex,Q9CZU3,MTREX,P42285
ENSG00000039139,ENSMUSG00000022262,Dnah5,Q8VHE6,DNAH5,Q8TE73
ENSG00000039523,ENSMUSG00000038604,Ripor1,Q68FE6,RIPOR1,Q6ZS17
ENSG00000039560,ENSMUSG00000022246,Rai14,Q9EP71,RAI14,Q9P0K7
ENSG00000039600,ENSMUSG00000040489,Sox30,Q8CGW4,SOX30,O94993
ENSG00000040199,ENSMUSG00000031732,Phlpp2,Q8BXA7,PHLPP2,Q6ZVD8
ENSG00000040275,ENSMUSG00000069910,Spdl1,Q923A2,SPDL1,Q96EA4
ENSG00000040341,ENSMUSG00000025920,Stau2,Q8CJ67,STAU2,Q9NUL3
ENSG00000040487,ENSMUSG00000028744,Slc66a1,Q8C4N4,SLC66A1,Q6ZP29
ENSG00000040531,ENSMUSG00000005949,Ctns,P57757,CTNS,O60931
ENSG00000040608,ENSMUSG00000043811,Rtn4r,Q99PI8,RTN4R,Q9BZR6
ENSG00000040633,ENSMUSG00000018572,Phf23,Q8BSN5,PHF23,Q9BUL5
ENSG00000040731,ENSMUSG00000022321,Cdh10,P70408,CDH10,Q9Y6N8
ENSG00000041353,ENSMUSG00000024511,Rab27b,Q99P58,RAB27B,O00194
ENSG00000041357,ENSMUSG00000032301,Psma4,Q9R1P0,PSMA4,P25789
ENSG00000041515,ENSMUSG00000039057,Myo16,Q5DU14,MYO16,Q9Y6X6
ENSG00000041802,ENSMUSG00000022538,Lsg1,Q3UM18,LSG1,Q9H089
ENSG00000041880,ENSMUSG00000023249,Parp3,Q3ULW8,PARP3,Q9Y6F1
ENSG00000041982,ENSMUSG00000028364,Tnc,Q80YX1,TNC,P24821
ENSG00000041988,ENSMUSG00000039759,Thap3,Q8BJ25,THAP3,Q8WTV1
ENSG00000042062,ENSMUSG00000074577,Ripor3,A1L3T7,RIPOR3,Q96MK2
ENSG00000042286,ENSMUSG00000020085,Aifm2,Q8BUE4,AIFM2,Q9BRQ8
ENSG00000042317,ENSMUSG00000021007,Spata7,Q80VP2,SPATA7,Q9P0W8
ENSG00000042429,ENSMUSG00000031935,Med17,Q8VCD5,MED17,Q9NVC6
ENSG00000042445,ENSMUSG00000056666,Retsat,Q64FW2,RETSAT,Q6NUM9
ENSG00000042753,ENSMUSG00000008036,Ap2s1,P62743,AP2S1,P53680
ENSG00000042781,ENSMUSG00000026609,Ush2a,Q2QI47,USH2A,O75445
ENSG00000042832,ENSMUSG00000053469,Tg,O08710,TG,P01266
ENSG00000042980,ENSMUSG00000014725,Adam28,Q9JLN6,ADAM28,Q9UKQ2
ENSG00000043039,ENSMUSG00000032033,Barx2,O08686,BARX2,Q9UMQ3
ENSG00000043093,ENSMUSG00000027708,Dcun1d1,Q9QZ73,DCUN1D1,Q96GG9
ENSG00000043143,ENSMUSG00000020387,Jade2,Q6ZQF7,JADE2,Q9NQC1
ENSG00000043462,ENSMUSG00000002699,Lcp2,Q60787,LCP2,Q13094
ENSG00000043514,ENSMUSG00000028653,Trit1,Q80UN9,TRIT1,Q9H3H1
ENSG00000043591,ENSMUSG00000035283,Adrb1,P34971,ADRB1,P08588
ENSG00000044012,ENSMUSG00000032978,Guca2b,O09051,GUCA2B,Q16661
ENSG00000044090,ENSMUSG00000038545,Cul7,Q8VE73,CUL7,Q14999
ENSG00000044115,ENSMUSG00000037815,Ctnna1,P26231,CTNNA1,P35221
ENSG00000044446,ENSMUSG00000031295,Phka2,Q8BWJ3,PHKA2,P46019
ENSG00000044459,ENSMUSG00000038070,Cntln,A2AM05,CNTLN,Q9NXG0
ENSG00000044574,ENSMUSG00000026864,Hspa5,P20029,HSPA5,P11021
ENSG00000046604,ENSMUSG00000044393,Dsg2,O55111,DSG2,Q14126
ENSG00000046647,ENSMUSG00000040621,Gemin8,Q8BHE1,GEMIN8,Q9NWZ8
ENSG00000046651,ENSMUSG00000040586,Ofd1,Q80Z25,OFD1,O75665
ENSG00000046653,ENSMUSG00000031342,Gpm6b,P35803,GPM6B,Q13491
ENSG00000046889,ENSMUSG00000048960,Prex2,Q3LAC4,PREX2,Q70Z35
ENSG00000047056,ENSMUSG00000021147,Wdr37,Q8CBE3,WDR37,Q9Y2I8
ENSG00000047188,ENSMUSG00000034653,Ythdc2,B2RR83,YTHDC2,Q9H6S0
ENSG00000047230,ENSMUSG00000031360,Ctps2,P70303,CTPS2,Q9NRF8
ENSG00000047249,ENSMUSG00000033793,Atp6v1h,Q8BVE3,ATP6V1H,Q9UI12
ENSG00000047315,ENSMUSG00000029250,Polr2b,Q8CFI7,POLR2B,P30876
ENSG00000047346,ENSMUSG00000034858,Atosa,Q69ZK7,ATOSA,Q32MH5
ENSG00000047410,ENSMUSG00000006005,Tpr,F6ZDS4,TPR,P12270
ENSG00000047457,ENSMUSG00000003617,Cp,Q61147,CP,P00450
ENSG00000047578,ENSMUSG00000032743,Katnip,Q8C753,KATNIP,O60303
ENSG00000047579,ENSMUSG00000057531,Dtnbp1,Q91WZ8,DTNBP1,Q96EV8
ENSG00000047597,ENSMUSG00000015342,Xk,Q9QXY7,XK,P51811
ENSG00000047617,ENSMUSG00000038115,Ano2,Q8CFW1,ANO2,Q9NQ90
ENSG00000047621,ENSMUSG00000030347,D6Wsu163e,Q91YN0,C12orf4,Q9NQ89
ENSG00000047648,ENSMUSG00000031355,Arhgap6,O54834,ARHGAP6,O43182
ENSG00000047662,ENSMUSG00000015879,Fam184b,Q0KK56,FAM184B,Q9ULE4
ENSG00000047849,ENSMUSG00000032479,Map4,P27546,MAP4,P27816
ENSG00000047932,ENSMUSG00000019861,Gopc,Q8BH60,GOPC,Q9HD26
ENSG00000047936,ENSMUSG00000019893,Ros1,Q78DX7,ROS1,P08922
ENSG00000048028,ENSMUSG00000032267,Usp28,Q5I043,USP28,Q96RU2
ENSG00000048162,ENSMUSG00000025869,Nop16,Q9CPT5,NOP16,Q9Y3C1
ENSG00000048342,ENSMUSG00000039765,Cc2d2a,Q8CFW7,CC2D2A,Q9P2K1
ENSG00000048392,ENSMUSG00000022292,Rrm2b,Q6PEE3,RRM2B,Q7LG56
ENSG00000048405,ENSMUSG00000039841,Zfp800,Q0VEE6,ZNF800,Q2TB10
ENSG00000048462,ENSMUSG00000022496,Tnfrsf17,O88472,TNFRSF17,Q02223
ENSG00000048471,ENSMUSG00000071669,Snx29,Q9D3S3,SNX29,Q8TEQ0
ENSG00000048540,ENSMUSG00000030226,Lmo3,Q8BZL8,LMO3,Q8TAP4
ENSG00000048545,ENSMUSG00000023982,Guca1a,P43081,GUCA1A,P43080
ENSG00000048740,ENSMUSG00000002107,Celf2,Q9Z0H4,CELF2,O95319
ENSG00000048828,ENSMUSG00000038014,Fam120a,Q6A0A9,FAM120A,Q9NZB2
ENSG00000049130,ENSMUSG00000019966,Kitl,P20826,KITLG,P21583
ENSG00000049167,ENSMUSG00000021694,Ercc8,Q8CFD5,ERCC8,Q13216
ENSG00000049239,ENSMUSG00000028980,H6pd,Q8CFX1,H6PD,O95479
ENSG00000049245,ENSMUSG00000028955,Vamp3,P63024,VAMP3,Q15836
ENSG00000049246,ENSMUSG00000028957,Per3,O70361,PER3,P56645
ENSG00000049247,ENSMUSG00000028963,Uts2,Q9QZQ3,UTS2,O95399
ENSG00000049249,ENSMUSG00000028965,Tnfrsf9,P20334,TNFRSF9,Q07011
ENSG00000049283,ENSMUSG00000010080,Epn3,Q91W69,EPN3,Q9H201
ENSG00000049323,ENSMUSG00000001870,Ltbp1,Q8CG19,LTBP1,Q14766
ENSG00000049449,ENSMUSG00000005973,Rcn1,Q05186,RCN1,Q15293
ENSG00000049540,ENSMUSG00000029675,Eln,P54320,ELN,P15502
ENSG00000049541,ENSMUSG00000023104,Rfc2,Q9WUK4,RFC2,P35250
ENSG00000049656,ENSMUSG00000021610,Clptm1l,Q8BXA5,CLPTM1L,Q96KA5
ENSG00000049759,ENSMUSG00000024589,Nedd4l,Q8CFI0,NEDD4L,Q96PU5
ENSG00000049768,ENSMUSG00000039521,Foxp3,Q99JB6,FOXP3,Q9BZS1
ENSG00000049769,ENSMUSG00000039556,Ppp1r3f,Q9JIG4,PPP1R3F,Q6ZSY5
ENSG00000049860,ENSMUSG00000021665,Hexb,P20060,HEXB,P07686
ENSG00000049883,ENSMUSG00000021650,Ptcd2,Q8R3K3,PTCD2,Q8WV60
ENSG00000050030,ENSMUSG00000046449,Nexmif,Q5DTT1,NEXMIF,Q5QGS0
ENSG00000050130,ENSMUSG00000005078,Jkamp,Q8BI36,JKAMP,Q9P055
ENSG00000050165,ENSMUSG00000030772,Dkk3,Q9QUN9,DKK3,Q9UBP4
ENSG00000050327,ENSMUSG00000033542,Arhgef5,E9Q7D5,ARHGEF5,Q12774
ENSG00000050344,ENSMUSG00000029832,Nfe2l3,Q9WTM4,NFE2L3,Q9Y4A8
ENSG00000050393,ENSMUSG00000021371,Mcur1,Q9CXD6,MCUR1,Q96AQ8
ENSG00000050405,ENSMUSG00000023022,Lima1,Q9ERG0,LIMA1,Q9UHB6
ENSG00000050426,ENSMUSG00000037353,Letmd1,Q924L1,LETMD1,Q6P1Q0
ENSG00000050438,ENSMUSG00000023032,Slc4a8,Q8JZR6,SLC4A8,Q2Y0W8
ENSG00000050555,ENSMUSG00000026840,Lamc3,Q9R0B6,LAMC3,Q9Y6N6
ENSG00000050748,ENSMUSG00000020366,Mapk9,Q9WTU6,MAPK9,P45984
ENSG00000050767,ENSMUSG00000063564,Col23a1,Q8K4G2,COL23A1,Q86Y22
ENSG00000050820,ENSMUSG00000031955,Bcar1,Q61140,BCAR1,P56945
ENSG00000051009,ENSMUSG00000044465,Fhip1b,Q3U2I3,FHIP1B,Q8N612
ENSG00000051108,ENSMUSG00000031770,Herpud1,Q9JJK5,HERPUD1,Q15011
ENSG00000051128,ENSMUSG00000003573,Homer3,Q99JP6,HOMER3,Q9NSC5
ENSG00000051180,ENSMUSG00000027323,Rad51,Q08297,RAD51,Q06609
ENSG00000051341,ENSMUSG00000034206,Polq,Q8CGS6,POLQ,O75417
ENSG00000051382,ENSMUSG00000032462,Pik3cb,Q8BTI9,PIK3CB,P42338
ENSG00000051523,ENSMUSG00000006519,Cyba,Q61462,CYBA,P13498
ENSG00000051596,ENSMUSG00000025872,Thoc3,Q8VE80,THOC3,Q96J01
ENSG00000051620,ENSMUSG00000019853,Hebp2,Q9WU63,HEBP2,Q9Y5Z4
ENSG00000051825,ENSMUSG00000038126,Mphosph9,A6H5Y1,MPHOSPH9,Q99550
ENSG00000052723,ENSMUSG00000027854,Sike1,Q9CPR7,SIKE1,Q9BRV8
ENSG00000052749,ENSMUSG00000035049,Rrp12,Q6P5B0,RRP12,Q5JTH9
ENSG00000052795,ENSMUSG00000061175,Fnip2,Q80TD3,FNIP2,Q9P278
ENSG00000052802,ENSMUSG00000031604,Msmo1,Q9CRA4,MSMO1,Q15800
ENSG00000052841,ENSMUSG00000027194,Ttc17,E9PVB5,TTC17,Q96AE7
ENSG00000052850,ENSMUSG00000040310,Alx4,O35137,ALX4,Q9H161
ENSG00000053108,ENSMUSG00000036264,Fstl4,Q5STE3,FSTL4,Q6MZW2
ENSG00000053254,ENSMUSG00000033713,Foxn3,Q499D0,FOXN3,O00409
ENSG00000053328,ENSMUSG00000045555,Mettl24,Q8CCB5,METTL24,Q5JXM2
ENSG00000053372,ENSMUSG00000028741,Mrto4,Q9D0I8,MRTO4,Q9UKD2
ENSG00000053501,ENSMUSG00000002395,Use1,Q9CQ56,USE1,Q9NZ43
